Data,Filter,population,P,N,PositiveTest,NegativeTest,TP,TN,FP,FN,TPR,TNR,PPV,NPV,FPR,FDR,FNR,ACC,F1_score,MCC,informedness,markedness,prevalence,LRP,LRN,DOR,FOR
bionicresults,lin Classifier,844,61,783,13,831,11,781,2,50,0.18032786885245902,0.9974457215836526,0.8461538461538461,0.9398315282791817,0.002554278416347382,0.15384615384615385,0.819672131147541,0.9383886255924171,0.2972972972972973,0.3738013403443478,0.17777359043611174,0.7859853744330279,0.07227488151658767,70.59836065573771,0.8217711634936294,85.91,0.06016847172081829
bionicresults,Filtersystem,844,61,783,25,819,14,772,11,47,0.22950819672131148,0.9859514687100894,0.56,0.9426129426129426,0.0140485312899106,0.44,0.7704918032786885,0.9312796208530806,0.32558139534883723,0.32907873899247353,0.21545966543140094,0.5026129426129426,0.07227488151658767,16.336810730253355,0.7814703134290325,20.905222437137333,0.057387057387057384
bionicresults,USE,844,61,783,9,835,9,783,0,52,0.14754098360655737,1.0,1.0,0.9377245508982036,0.0,0.0,0.8524590163934426,0.9383886255924171,0.2571428571428571,0.3719580656358163,0.14754098360655732,0.9377245508982037,0.07227488151658767,inf,0.8524590163934426,inf,0.06227544910179641
bionicresults,Or Classifiers,844,61,783,23,821,18,778,5,43,0.29508196721311475,0.9936143039591315,0.782608695652174,0.9476248477466505,0.006385696040868455,0.21739130434782608,0.7049180327868853,0.943127962085308,0.42857142857142855,0.45914670973898664,0.2886962711722463,0.7302335433988243,0.07227488151658767,46.20983606557377,0.7094483543343588,65.13488372093023,0.05237515225334957
bionicresults,Two Classifiers,844,61,783,11,833,11,783,0,50,0.18032786885245902,1.0,1.0,0.9399759903961584,0.0,0.0,0.819672131147541,0.9407582938388626,0.3055555555555556,0.41170847346225303,0.180327868852459,0.9399759903961584,0.07227488151658767,inf,0.819672131147541,inf,0.060024009603841535
bionicresultsNoDups,Bayes,844,61,783,2,842,2,783,0,59,0.03278688524590164,1.0,1.0,0.9299287410926366,0.0,0.0,0.9672131147540983,0.9300947867298578,0.06349206349206349,0.17461233324444767,0.032786885245901676,0.9299287410926365,0.07227488151658767,inf,0.9672131147540983,inf,0.07007125890736342
bionicresultsNoDups,complex Bayes,844,61,783,15,829,10,778,5,51,0.16393442622950818,0.9936143039591315,0.6666666666666666,0.9384800965018094,0.006385696040868455,0.3333333333333333,0.8360655737704918,0.933649289099526,0.2631578947368421,0.3087719289620721,0.1575487301886398,0.6051467631684759,0.07227488151658767,25.67213114754098,0.8414387458384256,30.509803921568622,0.061519903498190594
bionicresultsNoDups,lin Classifier,844,61,783,12,832,11,782,1,50,0.18032786885245902,0.9987228607918263,0.9166666666666666,0.9399038461538461,0.001277139208173691,0.08333333333333333,0.819672131147541,0.9395734597156398,0.3013698630136986,0.3916242782467559,0.17905072964428537,0.8565705128205128,0.07227488151658767,141.19672131147541,0.8207203052282924,172.04,0.06009615384615385
bionicresultsNoDups,Filtersystem,844,61,783,25,819,14,772,11,47,0.22950819672131148,0.9859514687100894,0.56,0.9426129426129426,0.0140485312899106,0.44,0.7704918032786885,0.9312796208530806,0.32558139534883723,0.32907873899247353,0.21545966543140094,0.5026129426129426,0.07227488151658767,16.336810730253355,0.7814703134290325,20.905222437137333,0.057387057387057384
bionicresultsNoDups,USE,844,61,783,5,839,5,783,0,56,0.08196721311475409,1.0,1.0,0.933253873659118,0.0,0.0,0.9180327868852459,0.933649289099526,0.15151515151515152,0.27657949879263777,0.08196721311475419,0.933253873659118,0.07227488151658767,inf,0.9180327868852459,inf,0.066746126340882
